fetched_at,SETTLEMENTDATE,REGIONID,PRICE,PRICE_STATUS,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,SCHEDULEDGENERATION,SEMISCHEDULEDGENERATION,NETINTERCHANGE
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,VIC1,70.00144,FIRM,0,0,5825.96,4460.00366,1200.86634,-150.25
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,NSW1,74.00147,FIRM,0,0,7931.61,5697.33602,1270.76398,-946.08
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,QLD1,66.23279,FIRM,0,0,6241.33,5236.88399,1708.30601,722.25
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,SA1,70.55452,FIRM,0,0,1782.97,139.00493,1634.28507,-9.67
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,TAS1,64.93992,FIRM,0,0,1114.84,1372.80144,30.43856,288.4
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,VIC1,70.32,FIRM,0,0,5720.8,4187.82644,1513.89356,-0.48
2026-08-24T13:56:51.692Z,2026-08-25T00:00:00,NSW1,85.50416,FIRM,0,0,7685.76,5683.89844,1285.71156,-680.26
2026-08-24T13:56:51.692Z,2026-08-25T00:00:00,QLD1,72.50005,FIRM,0,0,5994.09,5322.10835,1676.43165,1047.72
2026-08-24T13:56:51.692Z,2026-08-25T00:00:00,SA1,52,FIRM,0,0,1657.43,139.00147,1546.04853,27.71
2026-08-24T13:56:51.692Z,2026-08-25T00:00:00,TAS1,82.88646,FIRM,0,0,1086.75,1330.80018,12.55982,256.61
2026-08-24T13:56:51.692Z,2026-08-25T00:00:00,VIC1,89.18646,FIRM,0,0,5463.6,3872.00438,1019.07562,-558.24
2026-08-24T14:25:32.465Z,2026-08-25T00:25:00,NSW1,91.56467,FIRM,0,0,7719.4,5940.04813,1296.16187,-447.91
2026-08-24T14:25:32.465Z,2026-08-25T00:25:00,QLD1,78.52,FIRM,0,0,5891.59,5174.83892,1658.50108,980.02
2026-08-24T14:25:32.465Z,2026-08-25T00:25:00,SA1,96.69464,FIRM,0,0,1516.72,42.99952,1508.60048,34.98
2026-08-24T14:25:32.465Z,2026-08-25T00:25:00,TAS1,88.9589,FIRM,0,0,1083.28,1420.79843,29.78157,367.3
2026-08-24T14:25:32.465Z,2026-08-25T00:25:00,VIC1,97.83169,FIRM,0,0,5619.67,4012.00015,746.93985,-831.96
2026-08-24T15:07:22.312Z,2026-08-25T01:10:00,NSW1,73.82435,FIRM,0,0,7631.62,5746.5594,1465.1306,-379.67
2026-08-24T15:07:22.312Z,2026-08-25T01:10:00,QLD1,62.73004,FIRM,0,0,5654.13,4979.20723,1635.49277,1002.01
2026-08-24T15:07:22.312Z,2026-08-25T01:10:00,SA1,98.47154,FIRM,0,0,1609.42,42.99679,1503.03321,-63.11
2026-08-24T15:07:22.312Z,2026-08-25T01:10:00,TAS1,88.24,FIRM,0,0,1067.97,1401.27731,31.06269,364.37
2026-08-24T15:07:22.312Z,2026-08-25T01:10:00,VIC1,97.01729,FIRM,0,0,5242.04,3922.00419,478.41581,-808.77
2026-08-24T15:51:48.285Z,2026-08-25T01:55:00,NSW1,74.86694,FIRM,0,0,7410.55,5230.42872,1481.32128,-658.21
2026-08-24T15:51:48.285Z,2026-08-25T01:55:00,QLD1,62.73004,FIRM,0,0,5542,4976.87069,1589.91931,1073.01
2026-08-24T15:51:48.285Z,2026-08-25T01:55:00,SA1,76.97609,FIRM,0,0,1507.14,43.00193,1564.94807,101.26
2026-08-24T15:51:48.285Z,2026-08-25T01:55:00,TAS1,72.69417,FIRM,0,0,1044.03,1303.29001,21.80999,281.07
2026-08-24T15:51:48.285Z,2026-08-25T01:55:00,VIC1,78.42,FIRM,0,0,5359.19,4360.9992,290.3108,-690.54
2026-08-24T16:19:08.090Z,2026-08-25T02:20:00,NSW1,83.9902,FIRM,0,0,7267.75,5145.7788,1441.8312,-635.61
2026-08-24T16:19:08.090Z,2026-08-25T02:20:00,QLD1,69.90844,FIRM,0,0,5557.75,4986.28542,1630.96458,1111.38
2026-08-24T16:19:08.090Z,2026-08-25T02:20:00,SA1,89.66524,FIRM,0,0,1662.06,43.00164,1603.38836,-15.63
2026-08-24T16:19:08.090Z,2026-08-25T02:20:00,TAS1,83.15666,FIRM,0,0,1035.99,1262.00472,16.19528,242.21
2026-08-24T16:19:08.090Z,2026-08-25T02:20:00,VIC1,89.13851,FIRM,0,0,5167.95,4337.99841,224.06159,-589.86
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,NSW1,87.67121,FIRM,0,0,7111.19,4969.10259,1600.04741,-492.35
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,QLD1,72.96796,FIRM,0,0,5552.99,5036.65763,1589.04237,1125.99
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,SA1,29.65,FIRM,0,0,1728.82,43.00132,1700.51868,14.67
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,TAS1,88.24,FIRM,0,0,1038.1,1310.80616,20.81384,293.52
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,VIC1,95.4648,FIRM,0,0,5285.36,4337.99944,108.49056,-812.38
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,NSW1,83.9898,FIRM,0,0,7214.92,4936.26086,1688.37914,-551.57
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,QLD1,70.8617,FIRM,0,0,5612.72,4954.74487,1645.41513,1031.79
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,SA1,42.02,FIRM,0,0,1723.63,43.00123,1747.53877,67.02
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,TAS1,83.34962,FIRM,0,0,1038.02,1262.90393,12.11607,237
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,VIC1,89.04504,FIRM,0,0,5138.25,4337.99762,99.18238,-684.97
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,NSW1,80.75312,FIRM,0,0,7238.89,4846.24968,1743.09032,-599.67
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,QLD1,66.83764,FIRM,0,0,5584.2,4954.78586,1738.32414,1165.56
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,SA1,60.01,FIRM,0,0,1730.62,42.99659,1767.63341,80.31
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,TAS1,80.98663,FIRM,0,0,1030.77,1254,0,223.23
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,VIC1,86.27,FIRM,0,0,5245.88,4358.00025,125.26975,-744.86
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,NSW1,86.31655,FIRM,0,0,7254.88,5196.33861,1645.35139,-375.11
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,QLD1,73.43349,FIRM,0,0,5811.25,5083.4721,1674.7579,986.55
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,SA1,8.793,FIRM,0,0,1701.23,43.99744,1768.20256,111.69
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,TAS1,87.33539,FIRM,0,0,1037.82,1278.80285,3.66715,244.64
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,VIC1,93.61,FIRM,0,0,5365.3,4358.00214,117.88786,-866.85
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,NSW1,89.92324,FIRM,0,0,7351.32,5311.72637,1507.67363,-503.71
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,QLD1,77.71815,FIRM,0,0,5950.01,5206.2095,1626.8005,915.56
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,SA1,-6.24989,FIRM,0,0,1616.16,42.99653,1709.17347,137.38
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,TAS1,88.24,FIRM,0,0,1055.13,1283.58828,4.81172,233.27
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,VIC1,94.32611,FIRM,0,0,5558.64,4683.00355,155.26645,-705.29
2026-08-24T19:42:21.085Z,2026-08-25T05:45:00,NSW1,84.79,FIRM,0,0,7377.95,5584.06989,1530.25011,-248.2
2026-08-24T19:42:21.085Z,2026-08-25T05:45:00,QLD1,76.82659,FIRM,0,0,6183.05,5194.8826,1639.7074,667.02
2026-08-24T19:42:21.085Z,2026-08-25T05:45:00,SA1,-1,FIRM,0,0,1694.27,42.9983,1753.4717,103.13
2026-08-24T19:42:21.085Z,2026-08-25T05:45:00,TAS1,86.72347,FIRM,0,0,1068.03,1339.80329,0.55671,272.33
2026-08-24T19:42:21.085Z,2026-08-25T05:45:00,VIC1,93.61,FIRM,0,0,5636.78,4713.0046,161.3454,-743.52
2026-08-24T20:01:47.022Z,2026-08-25T06:05:00,NSW1,87.06007,FIRM,0,0,7625.68,5805.71684,1548.20316,-254.47
2026-08-24T20:01:47.022Z,2026-08-25T06:05:00,QLD1,78.52,FIRM,0,0,6318.54,5330.08022,1673.21978,701.54
2026-08-24T20:01:47.022Z,2026-08-25T06:05:00,SA1,-6.25,FIRM,0,0,1684.84,43.0025,1735.5675,94.57
2026-08-24T20:01:47.022Z,2026-08-25T06:05:00,TAS1,85.8096,FIRM,0,0,1096.75,1344.86198,7.68802,255.8
2026-08-24T20:01:47.022Z,2026-08-25T06:05:00,VIC1,92.36561,FIRM,0,0,5694.81,4756.00048,176.27952,-743.4
2026-08-24T20:37:44.638Z,2026-08-25T06:40:00,NSW1,88.89762,FIRM,0,0,8163.69,5846.38567,1650.82433,-648.3
2026-08-24T20:37:44.638Z,2026-08-25T06:40:00,QLD1,78.54,FIRM,0,0,6719.53,5768.00267,1755.99733,826.93
2026-08-24T20:37:44.638Z,2026-08-25T06:40:00,SA1,8.07094,FIRM,0,0,1681.93,42.99695,1821.76305,185.74
2026-08-24T20:37:44.638Z,2026-08-25T06:40:00,TAS1,83.2257,FIRM,0,0,1183.55,1491.1773,0.1127,307.74
2026-08-24T20:37:44.638Z,2026-08-25T06:40:00,VIC1,90.5,FIRM,0,0,6306.25,5459.08162,218.59838,-609.55
2026-08-24T21:03:02.740Z,2026-08-25T07:05:00,NSW1,73.54068,FIRM,0,0,8402.85,5754.88978,1820.78022,-801.36
2026-08-24T21:03:02.740Z,2026-08-25T07:05:00,QLD1,63.73,FIRM,0,0,6702.37,5487.45225,2145.75775,962.86
2026-08-24T21:03:02.740Z,2026-08-25T07:05:00,SA1,-0.64384,FIRM,0,0,1638.18,43.00055,1758.54945,165.64
2026-08-24T21:03:02.740Z,2026-08-25T07:05:00,TAS1,88.24,FIRM,0,0,1249.28,1627.85201,15.20799,393.79
2026-08-24T21:03:02.740Z,2026-08-25T07:05:00,VIC1,97.82492,FIRM,0,0,6583.51,5650.99927,271.70073,-634.64
2026-08-24T21:37:03.423Z,2026-08-25T07:40:00,NSW1,73.15,FIRM,0,0,8653.4,5457.66079,2138.10921,-1014.54
2026-08-24T21:37:03.423Z,2026-08-25T07:40:00,QLD1,60.67539,FIRM,0,0,6299.06,4726.98944,2702.22056,1183.89
2026-08-24T21:37:03.423Z,2026-08-25T07:40:00,SA1,-0.35332,FIRM,0,0,1749.01,113.0003,1796.5797,162.57
2026-08-24T21:37:03.423Z,2026-08-25T07:40:00,TAS1,89.10333,FIRM,0,0,1296.18,1720.99934,8.55066,433.37
2026-08-24T21:37:03.423Z,2026-08-25T07:40:00,VIC1,99.48,FIRM,0,0,7003.84,5968.46377,368.92623,-636.19
2026-08-24T21:57:33.384Z,2026-08-25T08:00:00,NSW1,57.4,FIRM,0,0,8499.27,5197.75889,2465.24111,-807.08
2026-08-24T21:57:33.384Z,2026-08-25T08:00:00,QLD1,49.41965,FIRM,0,0,6190.31,4193.69409,2934.44591,973.72
2026-08-24T21:57:33.384Z,2026-08-25T08:00:00,SA1,59.55,FIRM,0,0,1769.35,405.62375,1753.18625,399.19
2026-08-24T21:57:33.384Z,2026-08-25T08:00:00,TAS1,83.31725,FIRM,0,0,1285.26,1496.26,0,211.01
2026-08-24T21:57:33.384Z,2026-08-25T08:00:00,VIC1,89.01,FIRM,0,0,6961.48,5816.9166,442.5334,-682.62
2026-08-24T22:20:22.702Z,2026-08-25T08:20:00,NSW1,69.98983,FIRM,0,0,8441.14,4989.17683,2540.55317,-867.24
2026-08-24T22:20:22.702Z,2026-08-25T08:20:00,QLD1,54.73008,FIRM,0,0,5931.67,3813.86386,3219.85614,1155.5
2026-08-24T22:20:22.702Z,2026-08-25T08:20:00,SA1,86.86692,FIRM,0,0,1742.76,359.45832,1791.29168,418.93
2026-08-24T22:20:22.702Z,2026-08-25T08:20:00,TAS1,88.24,FIRM,0,0,1279.09,1562.51873,4.36127,287.79
2026-08-24T22:20:22.702Z,2026-08-25T08:20:00,VIC1,95.74458,FIRM,0,0,6978.52,5562.0001,530.0899,-858.69
2026-08-24T22:47:43.297Z,2026-08-25T08:50:00,NSW1,83.85266,FIRM,0,0,8329.54,4905.20065,2849.59935,-543.7
2026-08-24T22:47:43.297Z,2026-08-25T08:50:00,QLD1,24.81,FIRM,0,0,5858.82,3311.62759,3409.17241,896.65
2026-08-24T22:47:43.297Z,2026-08-25T08:50:00,SA1,83.67,FIRM,0,0,1714.56,341.29704,1762.08296,398.78
2026-08-24T22:47:43.297Z,2026-08-25T08:50:00,TAS1,85.44492,FIRM,0,0,1241.42,1488.27756,1.36244,248.23
2026-08-24T22:47:43.297Z,2026-08-25T08:50:00,VIC1,91.84471,FIRM,0,0,6874.17,5227.34925,722.53075,-897.65
2026-08-24T23:03:49.499Z,2026-08-25T09:05:00,NSW1,68.02,FIRM,0,0,8335.34,4832.61536,2815.12464,-640.05
2026-08-24T23:03:49.499Z,2026-08-25T09:05:00,QLD1,31.69,FIRM,0,0,5672.93,3238.56028,3477.76972,1097.65
2026-08-24T23:03:49.499Z,2026-08-25T09:05:00,SA1,88.47722,FIRM,0,0,1736.53,403.76685,1704.11315,380.26
2026-08-24T23:03:49.499Z,2026-08-25T09:05:00,TAS1,88.24,FIRM,0,0,1236.86,1566.26811,2.55189,331.96
2026-08-24T23:03:49.499Z,2026-08-25T09:05:00,VIC1,96.63501,FIRM,0,0,6821.3,5108.00376,654.18624,-1024.26
2026-08-24T23:29:20.440Z,2026-08-25T09:30:00,NSW1,83.99022,FIRM,0,0,8274.99,4820.55923,2977.36077,-445.26
2026-08-24T23:29:20.440Z,2026-08-25T09:30:00,QLD1,31.01,FIRM,0,0,5923.34,3197.52316,3528.88684,838.5
2026-08-24T23:29:20.440Z,2026-08-25T09:30:00,SA1,82.0839,FIRM,0,0,1709.87,229.83359,1811.22641,338.45
2026-08-24T23:29:20.440Z,2026-08-25T09:30:00,TAS1,82.06048,FIRM,0,0,1211.98,1490.00011,10.69989,288.72
2026-08-24T23:29:20.440Z,2026-08-25T09:30:00,VIC1,89,FIRM,0,0,6623.71,5120.59472,557.20528,-918.15
2026-08-24T23:46:56.131Z,2026-08-25T09:50:00,NSW1,94.34291,FIRM,0,0,8516.92,5076.19429,2739.66571,-669.89
2026-08-24T23:46:56.131Z,2026-08-25T09:50:00,QLD1,25.79,FIRM,0,0,5735.48,3177.51799,3433.95201,914.25
2026-08-24T23:46:56.131Z,2026-08-25T09:50:00,SA1,88.48495,FIRM,0,0,1634.49,170.90708,1832.48292,378.14
2026-08-24T23:46:56.131Z,2026-08-25T09:50:00,TAS1,88.24,FIRM,0,0,1214.27,1564.254,6.986,356.97
2026-08-24T23:46:56.131Z,2026-08-25T09:50:00,VIC1,96.87142,FIRM,0,0,6376.43,5048.99675,426.62325,-870.53
2026-08-25T00:00:45.705Z,2026-08-25T10:05:00,NSW1,84.79,FIRM,0,0,8325.7,5044.63514,2788.16486,-466.78
2026-08-25T00:00:45.705Z,2026-08-25T10:05:00,QLD1,25.79,FIRM,0,0,5648.1,3171.58337,3243.71663,797.44
2026-08-25T00:00:45.705Z,2026-08-25T10:05:00,SA1,78.64451,FIRM,0,0,1550.31,194.28693,1799.38307,457.32
2026-08-25T00:00:45.705Z,2026-08-25T10:05:00,TAS1,84.29244,FIRM,0,0,1185.89,1337.52021,7.25979,158.88
2026-08-25T00:00:45.705Z,2026-08-25T10:05:00,VIC1,88.15072,FIRM,0,0,6293.34,4838.00295,578.78705,-854.15
2026-08-25T01:25:12.288Z,2026-08-25T11:25:00,NSW1,83.9899,FIRM,0,0,8719.94,5127.20795,2941.52205,-619.79
2026-08-25T01:25:12.288Z,2026-08-25T11:25:00,QLD1,43.75,FIRM,0,0,5451.37,3201.93319,3109.83681,898.88
2026-08-25T01:25:12.288Z,2026-08-25T11:25:00,SA1,74.47317,FIRM,0,0,1550.9,142.53341,1980.51659,596.3
2026-08-25T01:25:12.288Z,2026-08-25T11:25:00,TAS1,79.15178,FIRM,0,0,1094.85,1378.79773,36.41227,320.36
2026-08-25T01:25:12.288Z,2026-08-25T11:25:00,VIC1,86.41566,FIRM,0,0,6626.9,4608.99669,916.18331,-1060.16
2026-08-25T02:34:26.208Z,2026-08-25T12:35:00,NSW1,83.12,FIRM,0,0,9183.48,5356.98596,2998.56404,-788.63
2026-08-25T02:34:26.208Z,2026-08-25T12:35:00,QLD1,67.23,FIRM,0,0,5512.25,3619.37768,2857.83232,1014.51
2026-08-25T02:34:26.208Z,2026-08-25T12:35:00,SA1,71.86194,FIRM,0,0,1491.57,42.99749,2039.27251,615.77
2026-08-25T02:34:26.208Z,2026-08-25T12:35:00,TAS1,76.13384,FIRM,0,0,1044.92,1368.90706,33.06294,357.05
2026-08-25T02:34:26.208Z,2026-08-25T12:35:00,VIC1,83.59162,FIRM,0,0,6419.73,4470.9987,863.9513,-1040.96
2026-08-25T03:27:39.054Z,2026-08-25T13:30:00,NSW1,99.01,FIRM,0,0,9038.16,5871.83905,2378.59095,-745.41
2026-08-25T03:27:39.054Z,2026-08-25T13:30:00,QLD1,69.1,FIRM,0,0,5505.9,3858.47521,2663.04479,1069.78
2026-08-25T03:27:39.054Z,2026-08-25T13:30:00,SA1,87.25407,FIRM,0,0,1668.72,42.99629,2109.19371,503.66
2026-08-25T03:27:39.054Z,2026-08-25T13:30:00,TAS1,88.24,FIRM,0,0,1045.01,1479.91207,24.09793,459
2026-08-25T03:27:39.054Z,2026-08-25T13:30:00,VIC1,100.11017,FIRM,0,0,6296.03,4397.00028,728.65972,-1121.7
2026-08-25T04:07:39.192Z,2026-08-25T14:10:00,NSW1,99.01,FIRM,0,0,8802.05,5935.43832,1934.44168,-885.83
2026-08-25T04:07:39.192Z,2026-08-25T14:10:00,QLD1,71.88,FIRM,0,0,5470.61,4134.51623,2410.05377,1133.2
2026-08-25T04:07:39.192Z,2026-08-25T14:10:00,SA1,86.92708,FIRM,0,0,1600.78,42.99758,2045.12242,507.28
2026-08-25T04:07:39.192Z,2026-08-25T14:10:00,TAS1,89.26876,FIRM,0,0,1136.12,1521.80349,39.92651,425.61
2026-08-25T04:07:39.192Z,2026-08-25T14:10:00,VIC1,99.52785,FIRM,0,0,6361.74,4522.00003,784.98997,-1010.19
2026-08-25T04:50:07.828Z,2026-08-25T14:50:00,NSW1,99.92511,FIRM,0,0,8828.96,6017.23629,1613.09371,-1147.53
2026-08-25T04:50:07.828Z,2026-08-25T14:50:00,QLD1,81.60988,FIRM,0,0,5576.57,4463.88253,2244.98747,1195.8
2026-08-25T04:50:07.828Z,2026-08-25T14:50:00,SA1,86.68859,FIRM,0,0,1758.87,42.99601,2080.99399,377.14
2026-08-25T04:50:07.828Z,2026-08-25T14:50:00,TAS1,88.24,FIRM,0,0,1149.84,1436.83924,43.00076,330
2026-08-25T04:50:07.828Z,2026-08-25T14:50:00,VIC1,96.42,FIRM,0,0,6278.91,4664.0005,986.1095,-598.69
2026-08-25T05:19:00.891Z,2026-08-25T15:20:00,NSW1,103.37706,FIRM,0,0,8884.52,6245.83021,1452.58979,-1152.18
2026-08-25T05:19:00.891Z,2026-08-25T15:20:00,QLD1,88.66209,FIRM,0,0,5597.03,4510.06571,1977.93429,927.88
2026-08-25T05:19:00.891Z,2026-08-25T15:20:00,SA1,92.921,FIRM,0,0,1869.41,101.00303,1873.78697,106.69
2026-08-25T05:19:00.891Z,2026-08-25T15:20:00,TAS1,88.24,FIRM,0,0,1175.45,1468.3712,51.0188,343.93
2026-08-25T05:19:00.891Z,2026-08-25T15:20:00,VIC1,96.48498,FIRM,0,0,6258.17,4667.00356,1436.99644,-126.65
2026-08-25T05:50:39.739Z,2026-08-25T15:50:00,NSW1,120,FIRM,0,0,9071.57,6598.63857,1417.17143,-1034.93
2026-08-25T05:50:39.739Z,2026-08-25T15:50:00,QLD1,109.71464,FIRM,0,0,6011.13,4747.67635,1848.62365,598.27
2026-08-25T05:50:39.739Z,2026-08-25T15:50:00,SA1,99.59362,FIRM,0,0,1716.07,106.06896,1917.50104,315.97
2026-08-25T05:50:39.739Z,2026-08-25T15:50:00,TAS1,97.82041,FIRM,0,0,1190.19,1560.60918,52.77082,423.19
2026-08-25T05:50:39.739Z,2026-08-25T15:50:00,VIC1,109.0585,FIRM,0,0,6403.31,4767.00167,1376.21833,-208.13
2026-08-25T06:19:45.078Z,2026-08-25T16:20:00,NSW1,131.785,FIRM,0,0,9161.87,7059.95135,1127.46865,-958.26
2026-08-25T06:19:45.078Z,2026-08-25T16:20:00,QLD1,121.12,FIRM,0,0,6428.82,5467.35261,1538.60739,588.21
2026-08-25T06:19:45.078Z,2026-08-25T16:20:00,SA1,105.65695,FIRM,0,0,1593.81,188.87617,1925.96383,541.57
2026-08-25T06:19:45.078Z,2026-08-25T16:20:00,TAS1,108.62428,FIRM,0,0,1217.86,1567.73806,83.40194,433.27
2026-08-25T06:19:45.078Z,2026-08-25T16:20:00,VIC1,121.13452,FIRM,0,0,6355.41,4666.99513,1131.40487,-497.51
2026-08-25T07:12:21.905Z,2026-08-25T17:15:00,NSW1,185.51144,FIRM,0,0,9911.62,8146.02507,707.06493,-1040.53
2026-08-25T07:12:21.905Z,2026-08-25T17:15:00,QLD1,178.80882,FIRM,0,0,7384.65,7070.73267,657.92733,344.85
2026-08-25T07:12:21.905Z,2026-08-25T17:15:00,SA1,139.41765,FIRM,0,0,1706.47,539.9989,1814.0811,675.33
2026-08-25T07:12:21.905Z,2026-08-25T17:15:00,TAS1,146.71464,FIRM,0,0,1274.7,1595.05098,89.11902,409.46
2026-08-25T07:12:21.905Z,2026-08-25T17:15:00,VIC1,163.24,FIRM,0,0,6971.03,5314.16861,1314.29139,-261.32
2026-08-25T07:56:58.102Z,2026-08-25T18:00:00,NSW1,174.59,FIRM,0,0,10431.89,9082.64383,551.12617,-792.03
2026-08-25T07:56:58.102Z,2026-08-25T18:00:00,QLD1,171.4686,FIRM,0,0,7766.34,7509.09784,550.65216,292.4
2026-08-25T07:56:58.102Z,2026-08-25T18:00:00,SA1,104.78,FIRM,0,0,1968.29,685.99913,1762.62087,494.41
2026-08-25T07:56:58.102Z,2026-08-25T18:00:00,TAS1,105.74507,FIRM,0,0,1347.99,1674.00164,71.54836,397.56
2026-08-25T07:56:58.102Z,2026-08-25T18:00:00,VIC1,117.36176,FIRM,0,0,7350.74,5190.99887,1786.56113,-323.77
2026-08-25T08:33:56.602Z,2026-08-25T18:35:00,NSW1,129.02914,FIRM,0,0,10067.75,8543.86494,671.42506,-847.69
2026-08-25T08:33:56.602Z,2026-08-25T18:35:00,QLD1,123.44,FIRM,0,0,7569.82,7354.98525,638.30475,424.97
2026-08-25T08:33:56.602Z,2026-08-25T18:35:00,SA1,101.02,FIRM,0,0,2159.62,619.95085,1607.79915,68.26
2026-08-25T08:33:56.602Z,2026-08-25T18:35:00,TAS1,92.53973,FIRM,0,0,1337.11,1581.66803,131.29197,375.85
2026-08-25T08:33:56.602Z,2026-08-25T18:35:00,VIC1,102.39567,FIRM,0,0,7604.84,4910.80141,2679.04859,13.29
2026-08-25T09:10:33.066Z,2026-08-25T19:10:00,NSW1,108.33988,FIRM,0,0,9877.71,8224.24692,776.14308,-871.81
2026-08-25T09:10:33.066Z,2026-08-25T19:10:00,QLD1,102.8,FIRM,0,0,7397.87,7048.67724,801.08276,454.59
2026-08-25T09:10:33.066Z,2026-08-25T19:10:00,SA1,101.02,FIRM,0,0,2086.09,625.39741,1564.33259,103.77
2026-08-25T09:10:33.066Z,2026-08-25T19:10:00,TAS1,93.37104,FIRM,0,0,1285.8,1481.97878,153.92122,350.09
2026-08-25T09:10:33.066Z,2026-08-25T19:10:00,VIC1,102.62509,FIRM,0,0,7148.29,4891.00249,2228.98751,-2.84
2026-08-25T09:49:27.867Z,2026-08-25T19:50:00,NSW1,106.02655,FIRM,0,0,9527.58,7777.76148,835.46852,-907.19
2026-08-25T09:49:27.867Z,2026-08-25T19:50:00,QLD1,100.38987,FIRM,0,0,7215.86,6700.06734,962.01266,449.26
2026-08-25T09:49:27.867Z,2026-08-25T19:50:00,SA1,94.73784,FIRM,0,0,1971.95,599.00292,1579.28708,208.04
2026-08-25T09:49:27.867Z,2026-08-25T19:50:00,TAS1,89.95171,FIRM,0,0,1260.25,1496.84365,148.11635,384.7
2026-08-25T09:49:27.867Z,2026-08-25T19:50:00,VIC1,99.48,FIRM,0,0,7030.18,4840.16935,2067.10065,-90.44
2026-08-25T10:15:37.338Z,2026-08-25T20:15:00,NSW1,107.67197,FIRM,0,0,9408.58,7509.80866,884.84134,-1003.32
2026-08-25T10:15:37.338Z,2026-08-25T20:15:00,QLD1,99.89,FIRM,0,0,7111.73,6631.25439,1042.28561,569.34
2026-08-25T10:15:37.338Z,2026-08-25T20:15:00,SA1,98.72545,FIRM,0,0,1963.83,599.0019,1488.5081,124.07
2026-08-25T10:15:37.338Z,2026-08-25T20:15:00,TAS1,90.63208,FIRM,0,0,1266.12,1566.20002,107.03998,407.12
2026-08-25T10:15:37.338Z,2026-08-25T20:15:00,VIC1,100.84077,FIRM,0,0,6832.47,4792.00178,1961.77822,-45.53
2026-08-25T10:50:36.250Z,2026-08-25T20:50:00,NSW1,113.4,FIRM,0,0,9173.47,7214.67612,874.86388,-1070.71
2026-08-25T10:50:36.250Z,2026-08-25T20:50:00,QLD1,105.83855,FIRM,0,0,7073.13,6427.28595,1178.15405,538.75
2026-08-25T10:50:36.250Z,2026-08-25T20:50:00,SA1,101.66758,FIRM,0,0,1868.52,741.00471,1256.22529,129.34
2026-08-25T10:50:36.250Z,2026-08-25T20:50:00,TAS1,93.34823,FIRM,0,0,1235.71,1539.73415,128.92585,432.95
2026-08-25T10:50:36.250Z,2026-08-25T20:50:00,VIC1,104.17213,FIRM,0,0,6669.11,4791.99568,1867.07432,31.86
2026-08-25T11:12:51.567Z,2026-08-25T21:15:00,NSW1,111.84665,FIRM,0,0,9025.29,7066.21137,780.57863,-1160.24
2026-08-25T11:12:51.567Z,2026-08-25T21:15:00,QLD1,105.49,FIRM,0,0,6896.57,6203.04735,1164.02265,475.28
2026-08-25T11:12:51.567Z,2026-08-25T21:15:00,SA1,99.80239,FIRM,0,0,1841.95,600.00448,1251.08552,9.12
2026-08-25T11:12:51.567Z,2026-08-25T21:15:00,TAS1,88.8798,FIRM,0,0,1212.36,1513.04639,137.88361,438.57
2026-08-25T11:12:51.567Z,2026-08-25T21:15:00,VIC1,99.48,FIRM,0,0,6493.45,4791.05861,1962.69139,312.84
2026-08-25T11:42:26.088Z,2026-08-25T21:45:00,NSW1,90,FIRM,0,0,8746.64,6886.98555,811.80445,-1030.55
2026-08-25T11:42:26.088Z,2026-08-25T21:45:00,QLD1,87.03575,FIRM,0,0,6844.11,6023.59014,1121.16986,301.21
2026-08-25T11:42:26.088Z,2026-08-25T21:45:00,SA1,81.64476,FIRM,0,0,1869.66,540.99972,1253.67028,-74.44
2026-08-25T11:42:26.088Z,2026-08-25T21:45:00,TAS1,71.97847,FIRM,0,0,1158.99,1394.19593,159.43407,394.64
