fetched_at,SETTLEMENTDATE,REGIONID,INTERCONNECTORID,MWFLOW,EXPORTLIMIT,IMPORTLIMIT
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,QLD1,N-Q-MNSP1,-49,38.70068,-121.29932
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,QLD1,NSW1-QLD1,-1023.70738,792.21849,-1107.16424
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,SA1,V-SA,-14.69433,601.68822,-14.69433
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,SA1,V-S-MNSP1,0,0,0
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,TAS1,T-V-MNSP1,293.5151,459,191.44504
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,VIC1,T-V-MNSP1,293.5151,459,191.44504
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,VIC1,VIC1-NSW1,-530.66293,537.00549,-571.33996
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,VIC1,V-SA,-14.69433,601.68822,-14.69433
2026-08-24T16:58:48.127Z,2026-08-25T03:00:00,VIC1,V-S-MNSP1,0,0,0
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,NSW1,N-Q-MNSP1,-41,40,-120
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,NSW1,NSW1-QLD1,-946.43511,794.10658,-1088.43233
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,NSW1,VIC1-NSW1,-397.15558,617.44475,-561.67327
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,QLD1,N-Q-MNSP1,-41,40,-120
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,QLD1,NSW1-QLD1,-946.43511,794.10658,-1088.43233
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,SA1,V-SA,-66.9108,617.97174,-66.9108
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,SA1,V-S-MNSP1,0,0,0
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,TAS1,T-V-MNSP1,236.99827,453.29688,192.09125
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,VIC1,T-V-MNSP1,236.99827,453.29688,192.09125
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,VIC1,VIC1-NSW1,-397.15558,617.44475,-561.67327
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,VIC1,V-SA,-66.9108,617.97174,-66.9108
2026-08-24T17:28:59.986Z,2026-08-25T03:30:00,VIC1,V-S-MNSP1,0,0,0
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,NSW1,N-Q-MNSP1,-49,31.50049,-128.49951
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,NSW1,NSW1-QLD1,-1059.91203,788.51156,-1116.56271
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,NSW1,VIC1-NSW1,-459.36668,553.59828,-563.39482
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,QLD1,N-Q-MNSP1,-49,31.50049,-128.49951
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,QLD1,NSW1-QLD1,-1059.91203,788.51156,-1116.56271
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,SA1,V-SA,-80.00926,617.31616,-80.00926
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,SA1,V-S-MNSP1,0,0,0
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,TAS1,T-V-MNSP1,223.23004,445.39844,192.80162
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,VIC1,T-V-MNSP1,223.23004,445.39844,192.80162
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,VIC1,VIC1-NSW1,-459.36668,553.59828,-563.39482
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,VIC1,V-SA,-80.00926,617.31616,-80.00926
2026-08-24T17:57:32.381Z,2026-08-25T04:00:00,VIC1,V-S-MNSP1,0,0,0
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,NSW1,N-Q-MNSP1,-41,40.2002,-119.79981
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,NSW1,NSW1-QLD1,-905.9867,761.4826,-1131.02726
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,NSW1,VIC1-NSW1,-533.79416,514.1194,-585.39127
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,QLD1,N-Q-MNSP1,-41,40.2002,-119.79981
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,QLD1,NSW1-QLD1,-905.9867,761.4826,-1131.02726
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,SA1,V-SA,-110.97218,596.41785,-110.97218
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,SA1,V-S-MNSP1,0,0,0
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,TAS1,T-V-MNSP1,244.64465,459,192.04322
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,VIC1,T-V-MNSP1,244.64465,459,192.04322
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,VIC1,VIC1-NSW1,-533.79416,514.1194,-585.39127
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,VIC1,V-SA,-110.97218,596.41785,-110.97218
2026-08-24T18:32:10.275Z,2026-08-25T04:35:00,VIC1,V-S-MNSP1,0,0,0
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,NSW1,N-Q-MNSP1,-41,38.30029,-121.69971
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,NSW1,NSW1-QLD1,-842.00369,736.59429,-1151.43139
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,NSW1,VIC1-NSW1,-351.08759,710.31518,-368.34266
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,QLD1,N-Q-MNSP1,-41,38.30029,-121.69971
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,QLD1,NSW1-QLD1,-842.00369,736.59429,-1151.43139
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,SA1,V-SA,-136.01574,594.49597,-136.01574
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,SA1,V-S-MNSP1,0,0,0
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,TAS1,T-V-MNSP1,233.27095,459,190.88422
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,VIC1,T-V-MNSP1,233.27095,459,190.88422
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,VIC1,VIC1-NSW1,-351.08759,710.31518,-368.34266
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,VIC1,V-SA,-136.01574,594.49597,-136.01574
2026-08-24T19:11:17.070Z,2026-08-25T05:15:00,VIC1,V-S-MNSP1,0,0,0
